inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc
1,1250,0,2,42,12,4,4,2250,46,17,9.170200348,25633,0.621500015,7,7,7.5,1,7,20.63299942
1,1158,1,2,34,17,6.04489994,5.099999905,2480,39,17,11.28999996,35200,0.551500022,12,12,7.5,1,2,28.20000648
1,112,0,0,52,12,6.25,0,2924,53,12,6.326900005,29500,0.581499994,7,7,7.5,1,24,28.79999924
1,336,0,3,37,12,2.976200104,2.200000048,1896,52,9,4.746799946,10000,0.75150001,10,7,7.5,0,4,8.999997139
1,1984,0,1,37,12,4.23390007,4.78000021,2332,40,12,4.888500214,19800,0.691500008,10,7,5,0,11,11.3999424
1,716,0,0,52,8,3.491600037,2.200000048,3482,59,7,2.484200001,12900,0.721499979,7,7,5,0,25,10.40001392
1,1410,1,0,30,12,4.96449995,1.279999971,2106,30,14,8.546999931,26080,0.621500015,12,12,7.5,0,11,19.08005524
1,1300,0,1,31,13,2.769200087,0,1160,32,12,6.637899876,13066,0.75150001,17,7,11,1,2,9.466039658
1,1640,0,1,38,12,3.658499956,3.25,2040,46,12,3.186300039,12500,0.721499979,7,7,7.5,0,19,6.500060081
1,1202,0,3,43,12,5.393499851,0,2856,48,16,4.546599865,35600,0.581499994,7,7,9,1,7,29.11701393
1,489,0,1,49,8,0.656400025,2.289999962,950,51,8,12.78899956,19424,0.75150001,7,7,5,1,2,19.10301971
1,2076,0,0,55,12,4.768799782,4.679999828,2068,58,10,6.527999878,26250,0.661499977,7,7,5,1,20,16.34997177
1,526,0,2,38,17,8.555100441,4.199999809,1896,42,17,16.40299988,36525,0.551500022,12,14,9.5,1,10,32.02501678
1,1721,0,0,52,17,10.45899963,9.5,2000,56,16,7,34700,0.610000014,14,17,14,1,19,16.7000618
1,1327,0,0,48,12,2.637500048,2.569999933,288,51,11,13.54199982,8311,0.75150001,7,7,11,1,17,4.81103754
1,584,0,2,32,13,6.849299908,4.320000172,2160,33,12,6.712999821,28626,0.691500008,12,10,11,1,12,24.62600899
1,1376,0,1,32,12,5.087200165,5,3120,33,17,5.448699951,24400,0.661499977,7,7,5,1,11,17.40001297
1,1040,0,2,38,12,0.961499989,0,1944,41,17,6.687200069,14025,0.721499979,7,7,7.5,1,6,13.02503967
1,548,0,3,46,12,4.306600094,3.690000057,2046,47,12,9.09430027,21367,0.691500008,16,12,14,1,10,19.0069828
1,15,0,3,40,12,7.066699982,0,2005,42,9,6.533699989,14136,0.75150001,7,7,7.5,0,4,14.02999973
1,1980,0,4,31,9,2.525300026,2.559999943,2070,36,10,4.68599987,19900,0.75150001,10,7,5,1,2,14.89990616
1,1520,0,1,43,10,7.89470005,5,3000,50,12,8,37000,0.521499991,12,9,9.5,1,13,25.00005531
1,1880,0,0,51,12,4.148900032,3.900000095,2640,51,12,4.052999973,18500,0.691500008,7,7,7.5,0,21,10.70006752
1,1260,1,0,30,16,8.174599648,8.170000076,2450,34,17,8.163299561,34550,0.551500022,16,14,5,1,9,24.25000381
1,1092,0,0,52,13,9.597100258,0,1000,53,15,16.5,49620,0.461499989,10,7,11,1,4,39.13996506
1,1587,1,5,30,8,2.016400099,2.299999952,2080,33,8,3.461499929,10400,0.781499982,3,3,7.5,0,2,7.199973106
1,156,0,0,51,16,7.621799946,0,2413,51,16,11.36100006,33000,0.551500022,16,16,11,1,19,31.81099892
1,1939,0,2,31,13,3.19749999,3.430000067,2570,31,12,3.89109993,16200,0.721499979,7,3,7.5,1,4,10.00004768
1,1250,0,4,34,12,1.600000024,1.360000014,2030,52,12,9.605899811,22660,0.691500008,12,16,7.5,1,9,20.65999985
1,610,0,0,49,11,4.098400116,4,4684,59,17,2.66869998,16000,0.721499979,7,7,7.5,1,14,13.49997616
1,270,1,3,35,13,1.48150003,5,2802,41,17,8.886500359,25780,0.661499977,7,16,9.5,1,6,25.37999535
1,660,1,0,53,12,3.636399984,3.150000095,2090,59,12,6.363599777,20675,0.721499979,7,12,7.5,1,24,18.27497673
1,1000,0,3,32,12,1,0,2053,46,16,17.72800064,40213,0.551500022,12,7,11,0,1,39.21300125
1,1920,0,3,38,10,2.604199886,2.930000067,1984,42,10,5.292300224,15500,0.721499979,12,7,7.5,1,13,10.4999361
1,200,0,0,54,12,1.75,0,2040,54,16,15.68599987,35207,0.581499994,7,12,9.5,1,3,34.85699844
1,1500,0,1,47,17,4.800000191,3.599999905,2794,58,8,5.242300034,35702,0.551500022,10,12,11,1,10,28.5019989
1,868,0,1,45,15,5.53000021,6,3290,47,14,3.039499998,17800,0.721499979,14,12,9.5,1,16,12.99995995
1,2318,0,1,47,16,4.098400116,4.199999809,1911,46,16,16.74500084,50900,0.49149999,16,16,5,1,9,41.39990997
1,2000,0,0,59,10,1.25,0,2000,60,12,3.75,17280,0.691500008,7,7,5,0,19,14.77999973
1,60,0,1,32,11,1.666700006,0,2580,31,12,5.81400013,15150,0.721499979,10,9,5,1,4,15.04999828
1,1715,0,1,45,12,3.790100098,3.380000114,2400,49,17,10.83300018,36200,0.581499994,7,7,7.5,1,10,29.69997787
1,550,0,4,40,12,2.363600016,2.25999999,1740,47,12,9.002900124,17465,0.721499979,14,12,5,1,5,16.16501999
1,1960,0,2,47,14,10.20400047,0,2500,50,12,6.539999962,45205,0.610000014,14,12,3,1,7,25.20515823
1,44,1,2,36,16,6.818200111,1.360000014,1840,37,17,5.978300095,14500,0.75150001,12,10,5,0,3,14.19999886
1,1920,0,0,56,14,7.214600086,6.920000076,2036,56,14,8.624799728,32011,0.581499994,7,7,7.5,0,38,18.15896797
1,2540,0,1,41,8,2.448400021,0,3536,43,11,4.832900047,35200,0.621500015,7,12,9.5,0,16,28.98106384
1,156,0,3,48,7,1.198699951,0,880,51,11,10.9090004,13579,0.75150001,3,7,11,0,13,13.39200306
1,780,1,2,36,12,1.641000032,0,2007,38,12,3.886399984,10455,0.75150001,7,7,11,0,1,9.175020218
1,3120,0,0,41,12,1.782099962,0,2632,44,13,8.457400322,32600,0.551500022,7,3,5,0,7,27.03984833
1,2040,0,0,41,14,2.941200018,2.799999952,2600,43,12,5,19150,0.691500008,7,10,11,1,15,13.14995193
1,1610,0,3,36,12,4.968900204,4.25,2156,36,13,7.421199799,24400,0.661499977,12,17,9.5,1,10,16.40007019
1,215,0,3,37,12,1.860499978,0,3625,41,12,4.493800163,21700,0.691500008,10,7,3,0,2,21.29999161
1,1120,0,0,38,12,8.035699844,0,2420,42,12,7.02519989,26201,0.621500015,7,3,9.5,1,19,17.20101547
1,846,0,2,43,14,3.971600056,4.199999809,2080,43,9,3.278800011,11920,0.75150001,3,3,7.5,1,25,8.560026169
1,3225,0,0,54,16,3.041599989,0,3443,59,17,1.28610003,16300,0.721499979,12,12,9.5,1,25,6.490839958
1,1376,0,1,38,12,2.907000065,3.75,2250,41,12,5.555600166,16500,0.721499979,7,7,5,1,7,12.49996758
1,980,1,0,30,12,3.061199903,3.599999905,2535,34,16,7.495100021,30000,0.581499994,12,7,11,1,15,27.0000248
1,1838,0,0,49,12,4.89659977,5,2352,48,15,22.10899925,62500,0.441500008,7,7,9.5,1,11,53.50004959
1,1494,0,1,45,13,4.01609993,2.5,3036,49,6,9.057999611,58500,0.441500008,10,10,9.5,1,25,52.49994659
1,450,0,0,51,13,5.555600166,3.5,2600,57,14,11.53800011,40900,0.521499991,7,7,9.5,1,19,38.39997864
1,1976,0,0,34,10,1.2227,2.450000048,2223,39,7,6.046800137,16308,0.691500008,0,10,7.5,1,4,13.89194489
1,2012,0,2,34,12,2.683900118,3.609999895,2666,34,10,1.365300059,9300,0.75150001,7,7,7.5,1,14,3.899992943
1,561,0,1,41,12,2.673799992,3.25,2006,41,17,16.54999924,35700,0.551500022,10,9,7.5,1,19,34.19999695
1,1715,0,1,49,12,9.329400063,7.050000191,1710,49,17,8.771900177,35700,0.639999986,9,9,11,1,18,19.70007896
1,1912,0,0,32,12,3.138099909,3.599999905,1920,46,14,9.635399818,24500,0.661499977,12,12,5,1,14,18.49995232
1,3686,0,0,32,14,0.542599976,0,1647,39,14,6.678800106,13000,0.721499979,12,12,7.5,1,11,10.99997616
1,1080,0,2,32,17,8.611100197,4.650000095,3080,35,15,7.572700024,52600,0.441500008,12,12,5,0,4,43.30001068
1,1799,0,0,47,10,3.66869998,3.25,1920,48,10,7.8125,25360,0.661499977,3,7,7.5,1,29,18.76000786
1,1984,0,1,39,9,2.318500042,2.299999952,2420,47,4,1.983500004,9400,0.75150001,9,9,7.5,0,21,4.800096035
1,1839,0,0,49,12,2.881999969,3.269999981,2205,53,15,9.523799896,26800,0.621500015,12,12,11,1,24,21.50000191
1,1579,0,3,37,12,3.166599989,0,3035,39,14,6.425000191,33040,0.661499977,12,7,7.5,1,19,28.03993797
1,96,0,0,59,16,3.645800114,0,2185,60,15,10.98400021,26350,0.621500015,14,12,7.5,1,31,26.00000381
1,1920,0,0,50,12,6.25,5.46999979,1880,56,12,12.76599979,39000,0.521499991,7,7,14,1,28,27
1,1688,0,1,32,17,10.2489996,9.800000191,1863,33,17,9.554499626,35100,0.610000014,12,12,9.5,1,15,17.79968834
1,1589,0,0,46,12,3.209599972,5.539999962,2456,48,16,5.49669981,22502,0.661499977,12,12,11,0,27,17.40194511
1,345,0,2,43,17,7.652200222,5,1847,46,17,9.761799812,21950,0.691500008,12,14,14,0,13,19.30999184
1,1521,0,3,37,11,1.97239995,2.299999952,2000,42,6,5,13000,0.75150001,7,7,7.5,0,4,9.999979973
1,1490,0,2,32,16,4.697999954,3.900000095,1856,35,14,5.999499798,18180,0.721499979,12,14,9,1,10,11.17998028
1,989,0,1,39,11,2.123399973,2.75999999,1880,43,14,6.914899826,20957,0.691500008,10,10,9,1,8,18.85695648
1,600,0,2,34,13,2.333300114,2.900000095,3020,35,12,4.966899872,13700,0.721499979,12,12,7.5,0,4,12.30002022
1,2646,0,1,39,11,2.389600039,0,2646,41,8,2.389600039,20000,0.691500008,7,7,5,1,18,13.6771183
1,2149,0,3,45,8,1.256399989,2.5,1640,48,9,4.512199879,12260,0.75150001,7,7,5,1,3,9.559996605
1,320,0,0,50,11,1.093799949,0,1950,54,11,9.230799675,24850,0.661499977,3,12,7.5,1,11,24.49998474
1,1600,0,1,40,12,3.75,3.299999952,1920,39,12,11.45800018,29150,0.581499994,12,7,7.5,1,8,23.14999962
1,2419,0,1,30,10,3.307199955,3.900000095,2025,34,12,7.699299812,23591,0.661499977,7,7,11,1,10,15.59088326
1,2005,0,0,57,17,5.135200024,5.25,2470,56,17,4.183000088,24717,0.661499977,16,12,11,1,33,14.42092419
1,1960,0,1,39,12,6.632699966,3.599999905,1800,43,12,8.333299637,30455,0.621500015,12,12,9,1,19,17.45490837
1,2147,0,0,53,12,4.564499855,4.900000095,1920,56,8,5.104199886,19600,0.691500008,12,12,7.5,1,35,9.800019264
1,1207,0,1,48,17,11.84799957,7.150000095,2039,53,17,8.227100372,31875,0.639999986,7,12,5,1,21,17.5744648
1,2000,0,1,46,14,3.75,3.75,2570,48,16,5.663400173,24055,0.661499977,14,14,7.5,0,7,16.55500031
1,1260,0,0,47,12,4.365099907,4.349999905,1914,54,12,5.222000122,18795,0.721499979,7,10,7.5,0,18,13.29497433
1,90,0,1,43,12,3.933300018,4,1516,47,10,7.190000057,12198,0.75150001,7,7,7.5,0,4,11.84400272
1,1800,0,0,47,12,3.333300114,3.25,2520,47,16,13.90699959,52645,0.49149999,12,7,7.5,1,12,46.64506149
1,573,0,1,47,12,3.315900087,2.200000048,2327,48,12,6.016300201,16600,0.721499979,10,7,14,0,16,14.69998932
1,1825,0,0,47,12,3.56159997,3,2188,50,12,7.678199768,32590,0.621500015,7,7,7.5,1,14,26.09008026
1,75,0,0,46,12,1.600000024,0,1864,48,12,5.311200142,10020,0.75150001,3,7,7.5,1,3,9.899999619
1,1348,0,4,34,9,2.225500107,2.299999952,2183,33,10,4.122799873,12048,0.75150001,7,7,11,0,1,9.048026085
1,1880,0,0,48,10,4.787199974,4.25,1920,55,12,7.8125,39750,0.621500015,7,7,11,0,27,30.75006485
1,1240,0,1,30,12,5.806499958,6.900000095,1824,31,12,4.60529995,15700,0.721499979,10,7,7.5,1,12,8.499939919
1,848,0,1,51,12,2.358500004,2.299999952,2878,54,12,3.974600077,24250,0.661499977,7,7,3,0,6,22.24999237
1,150,0,5,52,12,2,0,2390,54,16,15.06299973,43210,0.521499991,7,12,14,1,9,42.90999985
1,2000,0,2,37,12,1.899999976,1.850000024,3120,39,13,4.506400108,37100,0.621500015,12,12,5,0,2,33.29999924
1,1952,0,2,32,12,5.123000145,3.25,2040,33,12,5.882400036,23820,0.661499977,12,7,5,0,6,13.81990337
1,1456,0,2,36,17,5.49450016,6.039999962,2151,35,15,10.22799969,31600,0.581499994,12,14,5,1,9,23.60000801
1,1740,0,2,35,12,6.321800232,5.5,1976,37,14,6.57889986,24000,0.661499977,10,10,7.5,1,16,13.00006771
1,1400,0,0,45,17,7.14289999,7.139999866,2286,51,16,8.814499855,30750,0.581499994,14,12,5,0,22,20.74994087
1,2000,0,0,56,12,2.375,2.700000048,2032,60,10,2.952800035,11050,0.75150001,7,7,14,0,26,6.300000191
1,1750,0,2,40,10,2.542900085,2.74000001,1680,45,4,4.517300129,12239,0.75150001,7,7,14,0,11,7.788924694
1,1101,1,2,45,12,2.179800034,2.299999952,1560,49,14,5.128200054,12870,0.75150001,14,12,7.5,1,11,10.47004032
1,2000,0,2,32,12,2.599999905,2.5,2895,30,12,4.145100117,17200,0.721499979,10,7,7.5,0,15,12
1,1877,0,0,45,12,3.72939992,3.599999905,1820,50,8,8.791199684,23980,0.661499977,10,10,7.5,0,13,16.97991562
1,160,0,2,40,12,4.375,1.850000024,2450,44,12,7.306099892,18600,0.691500008,7,12,14,1,6,17.89999962
1,1886,0,1,38,12,4.44329977,4,1748,42,8,6.006899834,23920,0.691500008,7,10,9.5,1,20,15.53993702
1,1446,0,4,49,12,4.287700176,4.400000095,1020,45,12,8.333299637,16084,0.75150001,7,7,14,1,17,9.883985519
1,1500,0,1,47,16,1.666700006,1.5,2342,49,17,11.52900028,31100,0.581499994,14,14,11,1,8,28.59995079
1,860,0,0,52,13,3.255800009,5.829999924,2250,53,12,6.666699886,20460,0.661499977,7,7,11,1,13,17.66001129
1,1848,0,1,34,13,5.411300182,6,2880,40,16,8.680600166,36000,0.551500022,12,12,7.5,1,15,25.99991798
1,1678,0,2,44,12,2.204999924,2.299999952,2032,46,12,3.467999935,17302,0.721499979,14,12,3,0,14,13.60200977
1,160,0,3,36,16,4.0625,0,3120,42,16,3.032099962,16450,0.721499979,14,7,3,0,14,15.80000019
1,108,0,0,50,17,0.648199975,0,1760,57,16,13.80700016,41170,0.581499994,14,16,9.5,1,6,41.09999466
1,1738,0,0,45,12,5.382599831,6.179999828,1725,47,12,6.217400074,20130,0.661499977,0,0,7.5,1,24,10.77504158
1,1170,0,2,44,14,0.170900002,0,2080,46,13,4.230800152,9200,0.75150001,16,12,9.5,1,10,9.00004673
1,15,0,2,57,12,23.46699905,0,2040,57,10,11.47000027,24751,0.661499977,7,7,11,1,2,24.39899445
1,2088,0,0,35,17,9.578499794,9.979999542,2940,42,17,12.24499989,57300,0.5,12,17,9.5,1,9,37.30009079
1,2490,0,0,46,12,3.6947999,3.769999981,2280,52,12,9.210499763,37200,0.581499994,7,7,7.5,1,23,27.9999485
1,135,2,1,30,14,2.222199917,0,2164,35,16,6.330900192,14000,0.721499979,10,12,14,1,12,13.70000267
1,1944,0,3,42,12,1.748999953,2.299999952,1999,44,12,7.803899765,20610,0.691500008,7,3,14,0,8,17.20994377
1,690,0,1,34,12,1.159399986,2.25,1824,36,13,7.67539978,14800,0.721499979,10,7,7.5,1,16,14.00001431
1,608,0,2,45,17,6.990099907,3,2182,47,16,15.58199978,40005,0.551500022,10,14,14,1,10,35.75502014
1,63,1,2,35,16,3.968300104,0,2385,37,16,9.643600464,23750,0.661499977,14,7,14,1,7,23.49999619
1,154,0,0,40,16,21.42900085,8.130000114,2460,44,17,12.88599968,35300,0.551500022,7,12,14,1,19,31.99993324
1,420,0,1,32,12,0.476200014,2.849999905,2595,35,16,6.551099777,17350,0.691500008,12,12,7.5,1,2,17.1499958
1,651,0,0,54,9,2.150500059,1.440000057,2400,57,10,8.25,21650,0.661499977,7,7,7.5,1,9,20.2500248
1,675,0,3,38,12,1.857800007,2.200000048,3120,42,8,1.379199982,6740,0.791499972,7,7,14,0,14,5.485984802
1,1663,0,3,43,12,4.329500198,3.599999905,2850,42,12,5.263199806,32275,0.691500008,12,14,5,1,9,25.07504082
1,1680,0,0,54,16,8.928600311,7,760,60,12,10.52600002,33220,0.720000029,14,7,9.5,1,16,18.21995163
1,180,0,3,39,14,2.777800083,4,2500,37,17,10,26500,0.621500015,12,12,7.5,1,7,25.99999619
1,1581,0,1,37,12,2.656500101,3.25,2630,39,14,12.54800034,38700,0.521499991,7,12,5,1,6,34.50007248
1,1200,0,2,46,12,2.5,3.079999924,2597,48,8,4.620699883,15400,0.721499979,7,7,5,1,22,12.39999962
1,450,0,0,56,11,18.2670002,0,2760,60,11,1.853999972,19007,0.691500008,7,7,3,0,9,10.78684998
1,547,0,3,41,12,0.819000006,2,2070,44,8,7.426599979,16771,0.721499979,12,7,7.5,0,9,16.32300758
1,300,0,1,45,16,2,0,2256,48,16,13.29800034,31100,0.581499994,16,7,11,1,14,30.5
1,975,0,1,44,17,15.38500023,8.5,1505,47,16,26.57799911,66300,0.5,3,3,7.5,1,17,51.2996254
1,1621,0,1,50,17,6.477499962,0,2364,52,17,13.95899963,43550,0.49149999,16,12,5,0,12,33.04997253
1,300,0,5,37,14,8.333299637,3.5,2895,38,14,13.1260004,37250,0.621500015,7,7,11,0,13,34.75001144
1,1868,0,1,44,12,4.550300121,4.25,2041,46,12,7.888299942,24900,0.661499977,16,7,14,0,8,16.40003967
1,1803,0,2,32,14,2.495800018,1.899999976,2195,34,17,8.656000137,24200,0.661499977,7,14,9.5,1,10,19.70007324
1,2143,1,1,34,12,4.479700089,4.800000191,1935,40,12,3.410900116,16200,0.721499979,10,10,14,0,16,6.600002766
1,1080,0,2,32,10,2.23239994,2.299999952,1950,35,10,4.625599861,11431,0.75150001,10,10,7.5,0,1,9.020008087
1,1352,0,3,37,12,2.071000099,1.799999952,2375,38,14,4.210499763,13200,0.75150001,10,10,11,0,6,10.4000082
1,537,0,1,44,13,1.675999999,0,1920,55,8,4.270800114,15420,0.771499991,10,10,9,1,4,14.51998806
1,352,0,2,34,16,3.409100056,0,3300,33,12,3.342400074,18400,0.691500008,12,12,14,0,8,17.19999695
1,200,1,3,33,12,2.5,8,3680,33,16,8.635899544,43500,0.49149999,10,3,5,1,4,43
1,2045,0,3,43,7,3.960900068,4.070000172,1968,43,12,6.758100033,21972,0.691500008,7,7,7.5,1,15,13.87195969
1,1253,0,2,35,16,6.227499962,3.970000029,2504,33,10,0.584299982,7774,0.771499991,16,16,11,0,7,-0.029057452
1,1960,0,1,43,14,3.928600073,3.849999905,2000,45,14,5.335000038,24470,0.691500008,7,7,7.5,0,14,16.76994324
1,2000,0,0,34,12,2.900000095,2.5,1656,37,12,4.710100174,13600,0.721499979,7,7,7.5,0,16,7.799999714
1,1960,0,3,36,10,4.081600189,4.550000191,1968,39,7,4.979700089,22500,0.721499979,7,0,7.5,0,15,14.5000639
1,2000,0,2,41,12,2.849999905,4.199999809,2016,41,12,2.976200104,13600,0.721499979,7,7,14,0,23,7.900000095
1,1568,0,0,41,16,7.015299797,6.309999943,2602,44,17,12.74400043,90800,0.441500008,7,7,7.5,0,19,79.80001068
1,1225,0,3,35,10,2.938800097,2.400000095,1560,43,9,3.846199989,10776,0.75150001,10,10,7.5,0,4,7.175970078
1,780,1,3,32,12,1.923099995,3.25,1827,37,10,7.22329998,19007,0.75150001,10,7,5,1,12,17.5069828
1,480,0,0,30,14,6.875,0,2080,34,14,8.807700157,23900,0.661499977,12,12,14,1,12,20.60000038
1,1923,0,0,43,12,3.90019989,4.739999771,3390,47,12,5.386400223,26060,0.621500015,7,7,7.5,1,25,18.55991554
1,2000,0,0,54,6,2,0,2524,57,6,3.684600115,13300,0.721499979,7,7,7.5,0,14,9.300000191
1,2110,0,2,35,15,4.976299763,4.369999886,2777,34,12,1.843700051,15620,0.721499979,7,7,7.5,0,14,5.120007515
1,1664,0,0,50,12,1.201900005,5,3120,54,13,1.301300049,16500,0.721499979,7,7,7.5,0,11,14.50003815
1,48,1,1,34,17,22.5,0,2700,36,17,7.222199917,20880,0.691500008,14,16,5,1,7,19.79999924
1,1791,0,0,52,14,6.8677001,6.179999828,1904,57,12,7.352900028,30600,0.661499977,14,12,9.5,1,18,18.29994965
1,1404,0,3,35,13,3.561300039,5.300000191,2360,38,14,11.86400032,39000,0.621500015,7,10,9,1,4,33.99993515
1,1920,0,0,55,6,1.979200006,2.579999924,1960,58,8,5.332699776,15428,0.721499979,7,7,7.5,0,37,11.62793636
1,2141,0,0,35,16,5.37130022,6,2000,42,16,5.5,23300,0.661499977,7,7,7.5,0,13,11.80004597
1,1720,0,1,49,14,1.744199991,0,2600,45,16,7.230800152,42100,0.521499991,16,16,9.5,1,14,39.09997559
1,3533,2,2,38,15,5.094799995,8.5,2000,38,9,7,36430,0.639999986,12,7,9.5,1,17,18.43007088
1,2000,0,2,42,14,2.5,0,2218,45,14,7.213699818,26000,0.691500008,7,7,9.5,1,5,21
1,800,0,1,48,8,3.825000048,2.299999952,2000,52,5,4.5,62060,0.75150001,7,7,7.5,0,2,59
1,3000,0,0,51,14,1,0,2595,53,16,8.863200188,28300,0.621500015,12,12,9.5,1,0,25.29999924
1,293,0,2,43,12,3.071700096,4,2400,47,12,9.333299637,24149,0.661499977,12,10,7.5,1,3,23.24899101
1,1872,0,1,43,12,1.716300011,0,2856,48,12,3.826299906,28141,0.661499977,12,10,7.5,1,21,24.92808723
1,2058,0,1,38,12,4.020899773,4,2601,38,14,5.4447999,23057,0.661499977,10,10,7.5,1,20,14.78198814
1,1832,0,1,44,12,5.458499908,4.949999809,2054,48,9,8.763400078,28900,0.621500015,3,7,7.5,1,19,18.90002823
1,120,1,3,36,12,25,9.979999542,2500,35,12,8.399999619,24000,0.661499977,12,10,9.5,1,4,21
1,1632,0,0,38,12,2.389699936,2.299999952,1960,31,12,5.102000237,13900,0.721499979,12,12,7.5,0,19,10.00000954
1,778,0,0,47,8,3.213399887,7.25,2058,51,8,7.410099983,31810,0.691500008,12,12,5,1,11,29.30997467
1,1984,0,2,34,12,3.377000093,3.140000105,2410,49,10,5.352700233,19840,0.691500008,7,7,7.5,0,14,13.14003181
1,225,1,2,40,17,1.777799964,0,1278,38,17,19.56200027,25490,0.661499977,16,17,14,1,8,25.08999443
1,1960,0,1,31,12,3.163300037,3.180000067,2875,35,12,5.078299999,20800,0.691500008,12,12,7.5,0,13,14.59993172
1,444,0,0,46,12,2.7026999,0,2340,49,12,0.512799978,2400,0.801500022,10,16,7.5,1,24,1.20000124
1,384,0,3,36,14,1.692700028,0,3060,43,17,5.40199995,32650,0.581499994,10,10,14,1,1,32.00000381
1,1170,1,2,39,13,0.213699996,0,1920,47,12,7.864600182,16370,0.721499979,12,16,11,1,1,16.11997032
1,1330,0,2,36,17,6.766900063,4.5,3390,38,12,6.053100109,35500,0.551500022,7,7,14,0,3,26.50002289
1,1350,0,4,37,8,1.740700006,2.099999905,2400,41,12,5,15100,0.75150001,7,7,3,0,4,12.75005531
1,480,0,4,39,12,2.5,0,1640,40,11,7.682899952,14100,0.75150001,7,9,3,0,21,12.89999962
1,1984,1,3,36,11,4.485899925,3.25999999,1656,38,8,6.038599968,19600,0.721499979,7,3,14,0,10,10.69997501
1,1944,0,2,49,12,2.572000027,2.700000048,1920,53,16,5.850999832,19434,0.721499979,7,7,5,1,13,14.43403149
1,50,1,1,45,12,3.460000038,5,1780,46,10,6.741600037,23882,0.721499979,7,7,9.5,1,9,23.70899963
1,460,2,0,32,17,4.782599926,0,1850,31,17,8.108099937,17300,0.721499979,7,7,7.5,0,14,15.1000042
1,680,0,5,36,10,2.311800003,0,3430,43,12,5.306099892,19772,0.721499979,7,7,7.5,0,2,18.19997597
1,2450,0,1,40,12,5.306099892,6.5,2008,40,8,7.270899773,35641,0.621500015,7,7,5,1,21,22.64105606
1,2144,0,2,43,13,5.867499828,0,2140,43,11,8.177599907,34220,0.581499994,7,7,7.5,1,22,21.6400795
1,1760,0,1,33,12,3.409100056,3.210000038,3380,34,12,7.100599766,30000,0.581499994,12,16,11,1,14,23.99998474
1,490,0,1,30,12,4.081600189,2.460000038,2430,33,11,6.584400177,18000,0.691500008,12,12,7.5,1,7,16.00001526
0,0,0,1,49,12,NA,0,2550,54,15,7.852900028,21025,0.661499977,14,12,7.5,1,2,21.02499962
0,0,2,0,30,16,NA,0,1928,34,16,11.9289999,23600,0.661499977,14,7,9.5,1,5,23.60000038
0,0,1,0,30,12,NA,0,1100,39,17,18,22800,0.661499977,12,12,7.5,0,12,22.79999924
0,0,0,4,41,12,NA,0,3193,40,16,10.02200031,35910,0.581499994,7,7,7.5,1,1,35.90999985
0,0,0,1,45,12,NA,0,2250,46,16,9.333299637,21700,0.661499977,7,7,5,1,12,21.70000076
0,0,0,5,43,12,NA,0,2012,44,13,6.085000038,21823,0.75150001,7,7,7.5,1,4,21.82299995
0,0,0,1,42,13,NA,0,3856,46,15,5.70539999,31000,0.661499977,10,7,11,1,9,31
0,0,0,0,60,12,NA,0,1645,58,12,9.118499756,15300,0.721499979,7,7,7.5,1,9,15.30000019
0,0,0,0,57,12,NA,0,1554,57,12,7.20720005,12925,0.721499979,9,3,7.5,1,6,12.92500019
0,0,0,2,38,10,NA,0,2352,41,8,5.314599991,15830,0.75150001,12,7,5,0,5,15.82999992
0,0,0,0,56,12,NA,0,1980,58,12,8.282799721,30200,0.691500008,12,12,7.5,1,5,30.20000076
0,0,0,3,32,12,NA,0,2352,37,7,7.057799816,16600,0.721499979,10,7,5,0,8,16.60000038
0,0,0,1,49,7,NA,0,1784,58,6,6.16590023,11000,0.75150001,7,7,7.5,1,2,11
0,0,0,0,55,12,NA,0,2500,58,12,2.700000048,15000,0.721499979,7,10,3,0,6,15
0,0,1,1,36,9,NA,0,2088,39,14,7.662799835,20528,0.721499979,7,7,11,0,0,20.52799988
0,0,0,3,44,12,NA,0,4640,50,12,1.849099994,13126,0.75150001,9,9,14,0,3,13.1260004
0,0,0,1,44,10,NA,0,3900,60,12,3.846199989,15550,0.721499979,7,14,7.5,1,7,15.55000019
0,0,1,2,35,14,NA,0,1988,34,17,9.054300308,18010,0.721499979,3,12,7.5,1,3,18.01000023
0,0,2,3,44,14,NA,0,1920,45,10,9.375,18874,0.721499979,10,10,14,0,10,18.87400055
0,0,0,1,45,12,NA,0,2400,45,12,8.333299637,24800,0.661499977,12,12,14,1,3,24.79999924
0,0,1,0,34,12,NA,0,1867,38,12,9.373299599,17500,0.691500008,12,17,5,1,2,17.5
0,0,2,0,30,17,NA,0,3570,32,17,4.481800079,16150,0.721499979,12,12,7.5,1,12,16.14999962
0,0,0,1,39,8,NA,0,2805,44,12,5.347599983,15189,0.721499979,7,3,3,0,15,15.18900013
0,0,0,2,36,12,NA,0,1110,39,15,3.2026999,6000,0.781499982,7,7,14,0,5,6
0,0,0,2,38,17,NA,0,2695,42,16,12.80099964,37250,0.551500022,10,12,9.5,1,4,37.25
0,0,0,0,53,12,NA,0,1950,54,16,6.910299778,27760,0.621500015,10,10,7.5,1,10,27.76000023
0,0,0,2,36,12,NA,0,2128,42,12,4.229300022,9090,0.771499991,7,7,3,0,1,9.090000153
